Daily corrected cloud cover in the morning, 1910-1919 (oktas).
Column 1 - date, column 2 Jan, column 3 Feb, column 4 March etc.
Key: -999 date does not exist, -888 data unavailable, *** data cannot be read.

1910                         
  1        8.0        8.0  	 6.4  	    8.0        8.0   	  5.6	     7.2   	8.0  	   7.2        8.0  	 1.6  	    8.0  
  2        8.0        8.0  	 8.0  	    7.2        7.2   	  8.0	     7.2   	8.0  	   8.0        8.0  	 7.2  	    8.0  
  3        8.0        7.2  	 8.0  	    5.6        8.0   	  7.2	     8.0   	3.2  	   4.8        7.2  	 8.0  	    8.0  
  4        8.0        0.0  	 8.0  	    6.4        0.8   	  8.0	     8.0   	7.2  	   5.6        5.6  	 7.2  	    8.0  
  5        8.0        8.0  	 6.4  	    0.8        5.6   	  8.0	     8.0   	4.8  	   0.0        6.4  	 0.8  	    8.0  
  6        8.0        8.0  	 6.4  	    8.0        7.2   	  8.0	     8.0   	2.4  	   8.0        0.0  	 7.2  	    8.0  
  7        0.0        8.0  	 0.0  	    1.6        1.6   	  0.0	     7.2   	0.0  	   8.0        8.0  	 7.2  	    0.8  
  8        8.0        8.0  	 7.2  	    2.4        5.6   	  8.0	     6.4   	8.0  	   2.4        8.0  	 1.6  	    8.0  
  9        8.0        6.4  	 2.4  	    8.0        2.4   	  8.0	     0.0   	7.2  	   8.0        8.0  	 0.0  	    8.0  
 10        7.2        8.0  	 6.4  	    0.0        6.4   	  8.0	     0.0   	0.0  	   8.0        8.0  	 8.0  	    7.2  
 11        7.2        8.0  	 3.2  	    8.0        0.0   	  8.0	     0.0   	1.6  	   8.0        8.0  	 3.2  	    8.0  
 12        8.0        8.0  	 1.6  	    8.0        8.0   	  8.0	     0.0   	6.4  	   6.4        0.0  	 8.0  	    8.0  
 13        8.0        8.0  	 7.2  	    8.0        8.0   	  8.0	     0.0   	7.2  	   8.0        1.6  	 8.0  	    8.0  
 14        0.0        0.0  	 8.0  	    2.4        0.0   	  7.2	     8.0   	8.0  	   6.4        3.2  	 8.0  	    8.0  
 15        8.0        6.4  	 0.0  	    8.0        8.0   	  8.0	     1.6   	8.0  	   8.0        6.4  	 8.0  	    8.0  
 16        8.0        0.0  	 8.0  	    8.0        8.0   	  0.8	     8.0   	8.0  	   6.4        8.0  	 6.4  	    8.0  
 17        8.0        8.0  	 7.2  	    0.0        3.2   	  0.0	     8.0   	8.0  	   8.0        0.0  	 2.4  	    7.2  
