1870,04,23,Saturday,DWR_1870_04-44.jpg
HEARTSCONTENT, 999.00, 999, 999.00
CHRISTIANSUND, 29.56, 50, NaN
SKUDDESNAES, 29.89, 44, NaN
THURSO, 29.84, 45, 0.14
WICK, 29.86, 46, 0.09
OXO, 30.00, 45, NaN
NAIRN, 29.94, 46, 0.09
ABERDEEN, 30.01, 49, 0.00
LEITH, 30.07, 48, 0.01
ARDROSSAN, 30.17, 46, 0.06
GREENCASTLE, 30.15, 47, 0.06
SHIELDS, 999.00, 49, 0.00
SCARBOROUGH, 30.16, 50, 0.00
LIVERPOOL, 30.31, 999, 0.00
HOLYHEAD, 30.32, 46, 0.26
HELDER, 30.25, 48, NaN
YARMOUTH, 30.31, 49, 0.00
VALENTIA, 30.40, 50, 0.02
ROCHESPOINT, 30.39, 47, 0.12
PEMBROKE, 30.38, 47, 0.07
LONDON, 30.35, 51, 0.00
CAPECLEAR, 30.40, 49, 0.15
CAPGRISNEZ, 30.32, 45, 0.00
BRUSSELS, 30.27, 55, NaN
PORTSMOUTH, 30.36, 50, 0.00
PLYMOUTH, 30.43, 56, 0.00
PENZANCE, 30.45, 49, -999.00
PARIS, 30.31, 55, 0.00
STRASBOURG, 30.41, 52, NaN
BREST, 999.00, 49, 0.00
LORIENT, 30.43, 50, 0.00
ROCHEFORT, 30.33, 54, 0.00
LYONS, 30.32, 59, NaN
BIARRITZ, 30.38, 56, 0.04
CORUNNA, 30.32, 62, NaN
TOULON, 30.32, 58, 0.00
