1868,10,31,Saturday,DWR_1868_10-60.jpg
HEARTSCONTENT, 30.50, 31, 0.03
SKUDDESNAES, 29.67, 50, NaN
NAIRN, 29.77, 51, 0.03
ABERDEEN, 29.82, 47, 0.00
LEITH, 29.94, 52, 0.00
ARDROSSAN, 29.96, 53, 0.02
GREENCASTLE, 29.96, 50, 0.00
SHIELDS, 30.03, 50, 0.00
SCARBOROUGH, 30.06, 50, 0.00
CUXHAVEN, NaN, NaN, NaN
LIVERPOOL, 30.16, 53, 0.00
HOLYHEAD, 30.12, 54, 0.05
HELDER, 30.17, 53, NaN
YARMOUTH, 30.20, 49, 0.00
VALENTIA, 30.13, 56, 0.09
ROCHESPOINT, 30.16, 54, 0.12
LONDON, 30.29, 51, 0.00
CAPECLEAR, 30.13, 54, 0.05
CAPGRISNEZ, 30.29, 54, 0.00
BRUSSELS, 30.33, 50, NaN
PORTSMOUTH, 30.35, 53, 0.00
WEYMOUTH, 30.35, 55, 0.00
PLYMOUTH, 30.37, 53, 0.00
PENZANCE, 30.33, 54, 0.00
PARIS, 999.00, 999, -999.00
STRASBOURG, 999.00, 52, NaN
BREST, 30.48, 54, 0.02
LORIENT, 30.49, 50, 0.00
ROCHEFORT, 30.54, 52, 0.00
LYONS, 30.55, 52, NaN
BIARRITZ, 30.51, 45, 0.00
TOULON, 30.32, 54, 0.00
