1861,05,15,Wednesday,DWR_1861_05-11.jpg
NAIRN, 30.22, 55
ABERDEEN, 30.25, 49
LEITH, 30.32, 57
BERWICK, 30.30, 53
COPENHAGEN, 999.00, 999
ARDROSSAN, 30.37, 52
PORTRUSH, 30.39, 56
SHIELDS, 30.35, 54
SCARBOROUGH, 30.38, 53
HELIGOLAND, 999.00, 999
LIVERPOOL, 30.44, 50
HOLYHEAD, 999.00, 999
GALWAY, 30.44, 60
HELDER, 999.00, 999
YARMOUTH, 30.40, 53
VALENTIA, 30.46, 55
QUEENSTOWN, 30.42, 58
LONDON, 30.38, 56
DOVER, 30.38, 58
PORTSMOUTH, 30.38, 56
WEYMOUTH, 999.00, 999
PORTLAND, 30.41, 56
PLYMOUTH, 30.40, 56
PENZANCE, 30.45, 55
JERSEY, -999.00, 59
BREST, 999.00, 999
LORIENT, 999.00, 999
ROCHEFORT, 999.00, 999
BAYONNE, 999.00, 999
LISBON, 999.00, 999
