1862,11,06,Thursday,DWR_1862_11-5.jpg
NAIRN, 29.96, 37
ABERDEEN, 30.00, 37
LEITH, 30.03, 40
BERWICK, 30.11, 40
COPENHAGEN, 30.24, 45
ARDROSSAN, 30.01, 38
PORTRUSH, 30.07, 43
SHIELDS, 30.05, 44
SCARBOROUGH, 30.11, 38
HELIGOLAND, 30.15, 50
LIVERPOOL, 30.10, 39
HOLYHEAD, 30.05, 43
GALWAY, 30.05, 40
HELDER, 30.14, 47
YARMOUTH, 30.16, 46
VALENTIA, 30.08, 43
QUEENSTOWN, 30.07, 40
LONDON, 30.15, 41
DOVER, 30.12, 999
PORTSMOUTH, 30.11, 44
WEYMOUTH, 30.13, 42
PORTLAND, 999.00, 999
PLYMOUTH, -999.00, -999
PENZANCE, 30.13, 40
JERSEY, 30.11, 49
BREST, 30.06, 49
LORIENT, 999.00, 999
ROCHEFORT, 999.00, 999
BAYONNE, 999.00, 50
LISBON, 29.85, 55
