1866,09,10,Monday,DWR_1866_09-17.jpg
SKUDDESNAES, 29.81, 56, NaN
NAIRN, 29.34, 56, 0.11
ABERDEEN, 29.41, 55, 0.26
LEITH, 29.32, 60, 0.06
ARDROSSAN, 29.24, 57, 0.14
GREENCASTLE, 29.13, 58, 0.04
SHIELDS, 29.42, 59, 0.82
SCARBOROUGH, 29.45, 58, 0.24
HELIGOLAND, 999.00, 999, 999.00
LIVERPOOL, 29.38, 57, 0.08
HOLYHEAD, 29.26, 58, 0.14
HELDER, 29.67, 59, NaN
YARMOUTH, 29.56, 60, 0.23
VALENTIA, 29.30, 56, 0.27
LONDON, -999.00, 61, 0.50
CAPECLEAR, 29.22, 55, 0.32
PORTSMOUTH, 29.51, 59, 0.50
WEYMOUTH, 999.00, 999, 999.00
PLYMOUTH, 29.52, 61, 1.23
PENZANCE, 29.52, 57, 0.49
BREST, 999.00, 999, 999.00
LORIENT, 29.61, 55, 1.22
ROCHEFORT, 999.00, 999, 999.00
CORUNNA, 30.09, 65, NaN
