1868,05,27,Wednesday,DWR_1868_05-79.jpg
HEARTSCONTENT, 30.08, 38, 0.00
SKUDDESNAES, -999.00, 54, NaN
NAIRN, 29.69, 53, 0.00
ABERDEEN, 29.78, 53, 0.04
LEITH, 29.84, 57, 0.00
ARDROSSAN, 29.86, 53, 0.04
GREENCASTLE, 29.82, 54, 0.09
SHIELDS, 29.92, 58, 0.00
SCARBOROUGH, 29.98, 58, 0.00
CUXHAVEN, NaN, NaN, NaN
LIVERPOOL, 30.01, 58, 0.07
HOLYHEAD, 29.93, 57, 0.00
HELDER, 30.12, 60, NaN
YARMOUTH, 30.11, 60, 0.00
VALENTIA, 29.97, 57, 0.06
ROCHESPOINT, 29.96, 55, 0.00
LONDON, 30.14, 58, 0.00
CAPECLEAR, 29.93, 55, 0.00
CAPGRISNEZ, 999.00, 999, 999.00
BRUSSELS, 30.15, 64, NaN
PORTSMOUTH, 30.17, 58, 0.00
WEYMOUTH, 30.17, 57, 0.00
PLYMOUTH, 30.14, 57, 0.00
PENZANCE, 30.11, 58, 0.00
PARIS, 30.19, 64, 0.00
STRASBOURG, 999.00, 73, NaN
BREST, 999.00, 57, 0.00
LORIENT, 999.00, 57, 0.00
ROCHEFORT, 30.11, 68, 0.00
LYONS, 30.20, 70, NaN
BIARRITZ, 30.14, 66, 0.00
TOULON, 30.12, 73, 0.00
