1868,11,15,Sunday,DWR_1868_11-28.jpg
HEARTSCONTENT, 29.95, 29, 0.00
SKUDDESNAES, 30.35, 32, NaN
NAIRN, 999.00, 999, 999.00
ABERDEEN, 30.53, 39, 0.08
LEITH, 30.54, 42, 0.03
ARDROSSAN, 30.56, 37, 0.00
GREENCASTLE, 30.56, 44, 0.00
SHIELDS, 30.48, 43, 0.05
SCARBOROUGH, 30.43, 43, 0.12
CUXHAVEN, NaN, NaN, NaN
LIVERPOOL, 30.44, 40, 0.00
HOLYHEAD, 30.43, 44, 0.00
HELDER, 30.30, 40, NaN
YARMOUTH, 30.34, 40, 0.34
VALENTIA, 30.42, 44, 0.00
ROCHESPOINT, 30.35, 43, 0.00
LONDON, -999.00, 41, 0.00
CAPECLEAR, 30.30, 43, 0.00
CAPGRISNEZ, 30.19, 39, 0.70
BRUSSELS, 30.18, 42, NaN
PORTSMOUTH, 30.26, 42, 0.00
WEYMOUTH, 30.25, 43, 0.00
PLYMOUTH, 30.26, 42, 0.00
PENZANCE, 30.24, 44, 0.00
PARIS, 30.14, 39, 0.00
STRASBOURG, 999.00, 37, NaN
BREST, 30.14, 43, 0.02
LORIENT, 30.08, 43, 0.00
ROCHEFORT, 30.05, 39, 0.00
LYONS, 30.11, 39, NaN
BIARRITZ, 29.98, 37, 0.00
TOULON, 29.94, 39, 0.00
